Start 1h:8m:39s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
0.140,          ,   9.37,   1.17,   2.49,    13.69,    -0.69,    10.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.145,          ,   9.37,   1.17,   2.49,    13.69,    -0.69,    10.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.150,          ,   9.34,   1.30,   2.73,    13.75,    -5.69,    11.56,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.155,          ,   9.34,   1.30,   2.73,    13.75,    -5.69,    11.56,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.160,          ,   9.93,   1.39,   2.96,    13.06,    -5.69,    11.69,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.165,          ,   9.93,   1.39,   2.96,    11.62,     0.44,    11.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.170,          ,   9.90,   1.36,   2.74,    11.62,     0.44,    11.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.190,          ,   9.90,   1.36,   2.74,    11.62,     0.44,    11.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.195,          ,   9.67,   1.36,   2.59,     8.19,     1.62,    12.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.200,          ,   9.58,   1.47,   2.51,     8.19,     1.62,    12.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.205,          ,   9.58,   1.47,   2.51,     6.69,     1.62,    12.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.210,          ,   9.62,   1.53,   2.46,     6.69,     1.62,    12.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.215,          ,   9.62,   1.53,   2.46,     5.00,     1.00,    13.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.220,          ,   9.60,   1.59,   2.36,     5.00,     1.00,    13.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.230,          ,   9.63,   1.59,   2.28,     2.69,    -1.12,    13.62,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.235,          ,   9.63,   1.59,   2.28,     2.69,    -1.12,    13.62,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.240,          ,   9.62,   1.43,   2.33,     1.38,    -3.69,    14.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.245,          ,   9.62,   1.43,   2.33,     1.38,    -3.69,    14.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.250,          ,   9.66,   1.41,   2.42,     0.50,    -7.00,    14.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.255,          ,   9.66,   1.41,   2.42,     0.50,    -7.00,    14.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.260,          ,   9.74,   1.36,   2.47,    -0.62,    -9.75,    15.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.265,          ,   9.74,   1.36,   2.47,    -1.62,   -11.88,    15.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.285,          ,  10.12,   1.22,   2.50,    -1.62,   -11.88,    15.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.290,          ,  10.38,   1.13,   2.46,    -2.31,    -9.44,    17.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.295,          ,  10.38,   1.13,   2.46,    -1.19,    -9.94,    17.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.305,          ,  10.46,   1.02,   2.37,    -1.19,    -9.94,    17.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.310,          ,  11.48,   0.61,   2.33,     0.50,   -12.94,    17.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.315,          ,  11.48,   0.61,   2.33,     0.50,   -12.94,    17.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.320,          ,  12.11,   0.66,   2.40,     2.69,   -11.50,    16.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.325,          ,  12.11,   0.66,   2.40,     2.69,   -11.50,    16.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.330,          ,  12.35,   0.87,   2.53,     4.31,    -4.62,    16.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.335,          ,  12.35,   0.87,   2.53,     4.31,    -4.62,    16.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.340,          ,  12.31,   1.13,   2.81,     4.00,     3.12,    16.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.345,          ,  12.31,   1.13,   2.81,     1.44,    13.69,    17.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.355,          ,  12.56,   1.49,   3.14,     1.44,    13.69,    17.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.360,          ,  12.52,   1.51,   3.21,    -2.25,    25.25,    18.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.365,          ,  12.52,   1.51,   3.21,    -2.25,    25.25,    18.75,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.370,          ,  12.50,   1.52,   3.21,    -6.31,    31.31,    19.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.390,          ,  12.50,   1.52,   3.21,    -6.31,    31.31,    19.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.395,          ,  11.31,   1.43,   2.95,   -13.69,    33.75,    17.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.400,          ,  11.33,   1.29,   2.78,   -16.38,    26.00,    15.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.405,          ,  11.33,   1.29,   2.78,   -16.38,    26.00,    15.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.410,          ,  12.06,   1.10,   2.03,   -17.25,    28.12,    13.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.415,          ,  12.06,   1.10,   2.03,   -12.12,    43.44,    10.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.420,          ,  12.12,   1.12,   1.06,   -12.12,    43.44,    10.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.425,          ,  12.12,   1.12,   1.06,    -7.06,    38.00,     6.56,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.430,          ,  10.72,   1.00,   0.94,    -7.06,    38.00,     6.56,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.440,          ,  10.82,   0.87,   1.28,    -4.00,    28.31,     2.81,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.445,          ,  10.82,   0.87,   1.28,    -4.00,    28.31,     2.81,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.450,          ,  10.82,   0.64,   1.40,    -2.44,    29.81,    -0.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.455,          ,  10.82,   0.64,   1.40,    -2.44,    29.81,    -0.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.460,          ,  10.57,   0.32,   1.23,     0.38,    31.69,    -1.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.465,          ,  10.57,   0.32,   1.23,     0.38,    31.69,    -1.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.470,          ,   9.87,  -0.27,   0.38,     3.81,    37.50,    -0.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.490,          ,   9.87,  -0.27,   0.38,     3.81,    37.50,    -0.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.495,          ,   8.27,  -0.80,   0.36,    11.06,    32.81,     1.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.500,          ,   7.74,  -1.11,   0.53,    13.12,    24.44,     1.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.505,          ,   7.74,  -1.11,   0.53,    13.12,    24.44,     1.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.510,          ,   6.91,  -1.58,   0.40,    14.31,    18.31,     2.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.515,          ,   6.91,  -1.58,   0.40,    14.31,    18.31,     2.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.520,          ,   6.63,  -1.79,   0.12,    14.94,    11.50,     3.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.525,          ,   6.63,  -1.79,   0.12,    14.94,    11.50,     3.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.530,          ,   6.38,  -2.05,  -0.14,    14.44,     3.19,     4.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.540,          ,   6.22,  -2.27,  -0.31,    14.00,    -7.44,     6.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.545,          ,   6.22,  -2.27,  -0.31,    14.00,    -7.44,     6.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.550,          ,   6.52,  -2.51,  -0.56,    13.19,   -18.81,     8.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.555,          ,   6.52,  -2.51,  -0.56,    13.19,   -18.81,     8.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.560,          ,   6.97,  -2.55,  -0.61,    13.62,   -27.00,     9.38,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.565,          ,   6.97,  -2.55,  -0.61,    14.75,   -28.44,    10.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.570,          ,   7.57,  -2.48,  -0.70,    14.75,   -28.44,    10.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.590,          ,   7.57,  -2.48,  -0.70,    14.44,   -24.56,    11.12,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.595,          ,   8.94,  -2.00,  -0.22,     7.94,   -15.19,    15.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.600,          ,   9.31,  -1.85,   0.08,     7.94,   -15.19,    15.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.605,          ,   9.31,  -1.85,   0.08,     2.62,    -4.12,    16.38,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.615,          ,  10.00,  -1.76,   0.34,     2.62,    -4.12,    16.38,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.620,          ,  10.45,  -1.38,   1.13,    -2.25,     8.31,    17.38,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.625,          ,  10.45,  -1.38,   1.13,    -2.25,     8.31,    17.38,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.630,          ,  10.86,  -1.25,   1.63,    -5.81,    11.94,    18.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.635,          ,  10.86,  -1.25,   1.63,    -5.81,    11.94,    18.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.640,          ,  11.04,  -1.18,   1.56,    -9.50,    24.81,    18.25,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.645,          ,  11.04,  -1.18,   1.56,   -11.81,    33.69,    16.69,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.655,          ,  10.79,  -1.19,   1.34,   -11.81,    33.69,    16.69,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.660,          ,  10.60,  -1.20,   0.97,   -14.44,    30.00,    14.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.665,          ,  10.60,  -1.20,   0.97,   -14.44,    30.00,    14.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.670,          ,  10.33,  -1.13,   0.92,   -16.38,    19.44,    11.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.675,          ,  10.33,  -1.13,   0.92,   -16.38,    19.44,    11.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.695,          ,  10.18,  -0.98,   1.23,   -17.56,     1.50,     8.69,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.700,          ,  10.21,  -0.72,   2.31,   -20.19,   -22.38,     4.69,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.705,          ,  10.21,  -0.72,   2.31,   -21.75,   -25.38,     3.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.715,          ,   9.91,  -0.76,   2.54,   -21.75,   -25.38,     3.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.720,          ,   9.86,  -0.83,   3.01,   -23.19,   -26.75,     2.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.725,          ,   9.86,  -0.83,   3.01,   -23.19,   -26.75,     2.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.730,          ,   9.78,  -0.87,   3.05,   -26.62,   -19.31,     0.62,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.735,          ,   9.78,  -0.87,   3.05,   -26.62,   -19.31,     0.62,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.740,          ,   8.97,  -0.92,   2.21,   -29.38,   -13.69,    -1.25,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.745,          ,   8.97,  -0.92,   2.21,   -30.69,   -15.12,    -2.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.750,          ,   8.77,  -0.99,   1.85,   -30.69,   -15.12,    -2.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.755,          ,   8.58,  -1.07,   1.52,   -31.12,   -17.69,    -3.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.765,          ,   8.58,  -1.07,   1.52,   -31.12,   -17.69,    -3.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.770,          ,   8.33,  -1.18,   1.17,   -32.25,   -24.12,    -4.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.775,          ,   8.33,  -1.18,   1.17,   -32.25,   -24.12,    -4.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.780,          ,   8.54,  -1.54,   1.11,   -31.94,   -31.50,    -4.38,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.800,          ,   8.54,  -1.54,   1.11,   -30.25,   -29.81,    -5.25,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.805,          ,   8.66,  -1.68,   1.21,   -25.06,   -15.62,    -8.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.810,          ,   8.53,  -1.72,   1.17,   -25.06,   -15.62,    -8.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.815,          ,   8.53,  -1.72,   1.17,   -22.88,    -8.00,    -9.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.820,          ,   8.43,  -1.62,   1.11,   -22.88,    -8.00,    -9.44,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.830,          ,   8.38,  -1.48,   0.97,   -20.56,    -0.75,   -10.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.835,          ,   8.38,  -1.48,   0.97,   -20.56,    -0.75,   -10.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.840,          ,   8.29,  -1.33,   0.88,   -19.81,     1.62,   -12.81,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.845,          ,   8.29,  -1.33,   0.88,   -21.25,     0.12,   -14.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.850,          ,   8.34,  -1.21,   1.04,   -21.25,     0.12,   -14.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.855,          ,   8.34,  -1.21,   1.04,   -23.12,    -1.81,   -16.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.860,          ,   8.70,  -0.96,   1.28,   -23.12,    -1.81,   -16.94,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.865,          ,   9.10,  -0.90,   1.55,   -25.19,    -3.94,   -18.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.870,          ,   9.10,  -0.90,   1.55,   -25.19,    -3.94,   -18.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.880,          ,   9.86,  -0.99,   1.51,   -27.50,     3.88,   -18.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.885,          ,   9.86,  -0.99,   1.51,   -27.50,     3.88,   -18.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.900,          ,  10.24,  -1.06,   1.06,   -29.50,    24.38,   -17.88,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.910,          ,   9.35,  -1.35,   1.59,   -34.75,    27.19,   -19.81,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.915,          ,   9.35,  -1.35,   1.59,   -34.75,    27.19,   -19.81,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.920,          ,   9.26,  -1.25,   1.95,   -35.25,    25.56,   -20.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.925,          ,   9.26,  -1.25,   1.95,   -35.25,    25.56,   -20.19,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.930,          ,  10.06,  -1.43,   2.39,   -34.62,    18.88,   -20.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.935,          ,  10.06,  -1.43,   2.39,   -33.44,    22.94,   -19.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.940,          ,  10.22,  -1.54,   1.98,   -33.44,    22.94,   -19.00,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.945,          ,   9.99,  -1.68,   1.96,   -32.44,    26.25,   -19.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.950,          ,   9.99,  -1.68,   1.96,   -32.44,    26.25,   -19.06,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.960,          ,   9.92,  -1.75,   2.31,   -31.94,    24.81,   -20.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.965,          ,   9.92,  -1.75,   2.31,   -31.94,    24.81,   -20.31,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.970,          ,   9.73,  -1.39,   2.51,   -30.25,    24.62,   -21.56,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.975,          ,   9.73,  -1.39,   2.51,   -30.25,    24.62,   -21.56,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.980,          ,   9.52,  -1.12,   2.43,   -28.12,    21.75,   -22.62,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
0.985,          ,   9.18,  -1.04,   2.31,   -28.88,    13.38,   -23.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
1.005,          ,   9.18,  -1.04,   2.31,   -28.88,    13.38,   -23.50,  0.35, -0.58, -0.33, -0.66,  123.50,   83.19,   -1.19
1.010,          ,   9.18,  -1.04,   2.31,   -28.88,    13.38,   -23.50,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.020,          ,   9.51,  -0.69,   3.12,   -40.44,   -13.38,   -25.50,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.025,          ,   9.51,  -0.69,   3.12,   -40.44,   -13.38,   -25.50,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.030,          ,   9.64,  -0.36,   2.90,   -49.19,   -13.88,   -24.69,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.035,          ,   9.64,  -0.36,   2.90,   -49.19,   -13.88,   -24.69,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.040,          ,   9.57,  -0.05,   2.76,   -58.19,   -15.31,   -23.88,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.045,          ,   9.57,  -0.05,   2.76,   -67.44,   -18.12,   -24.44,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.050,          ,   9.70,   0.52,   2.90,   -67.44,   -18.12,   -24.44,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.055,          ,   9.70,   0.52,   2.90,   -76.31,   -22.56,   -26.19,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.060,          ,  10.66,   0.87,   3.15,   -76.31,   -22.56,   -26.19,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.065,          ,  12.04,   1.11,   2.90,   -87.56,   -17.81,   -28.00,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.070,          ,  12.04,   1.11,   2.90,   -87.56,   -17.81,   -28.00,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.075,          ,  12.61,   1.03,   2.13,   -98.81,    -5.94,   -27.56,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.080,          ,  12.61,   1.03,   2.13,   -98.81,    -5.94,   -27.56,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.100,          ,  12.17,   0.97,   0.96,  -106.00,     3.12,   -26.50,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.105,          ,  12.67,   1.07,   1.13,  -111.50,    -5.69,   -27.56,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.110,          ,  12.67,   1.07,   1.13,  -111.50,    -5.69,   -27.56,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.120,          ,  12.67,   1.05,   0.47,  -113.94,    -2.69,   -27.12,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.125,          ,  12.67,   1.05,   0.47,  -113.94,    -2.69,   -27.12,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.130,          ,  11.78,   1.38,   0.11,  -114.62,    -6.19,   -25.94,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.135,          ,  11.78,   1.38,   0.11,  -118.44,   -15.06,   -24.06,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.140,          ,  11.31,   2.17,   0.11,  -118.44,   -15.06,   -24.06,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
1.145,          ,  11.31,   2.17,   0.11,  -125.94,   -25.19,   -23.19,  0.34, -0.59, -0.27, -0.68,  126.62,   80.38,   12.81
